Narrativa_IA;Mês;Nome Grupo;cc_nome;Realizado
Em Mai, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 190 referente ao item 'VALE TRANSPORTE'.;Mai;( - ) GASTOS COM PESSOAL;VALE TRANSPORTE;-R$ 190
Em Jun, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 587 referente ao item 'PLANO DE SAÚDE'.;Jun;( - ) GASTOS COM PESSOAL;PLANO DE SAÚDE;-R$ 587
Em Dez, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 42 referente ao item 'VALE ALIMENTAÇÃO/REFEIÇÃO'.;Dez;( - ) GASTOS COM PESSOAL;VALE ALIMENTAÇÃO/REFEIÇÃO;-R$ 42
Em Abr, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.168 referente ao item 'OUTROS GASTOS COM PESSOAL'.;Abr;( - ) GASTOS COM PESSOAL;OUTROS GASTOS COM PESSOAL;-R$ 1.168
Em Jan, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.323 referente ao item 'OUTROS GASTOS COM PESSOAL'.;Jan;( - ) GASTOS COM PESSOAL;OUTROS GASTOS COM PESSOAL;-R$ 1.323
Em Mar, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 13.810 referente ao item 'INSS'.;Mar;( - ) GASTOS COM PESSOAL;INSS;-R$ 13.810
Em Jun, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.496 referente ao item 'FGTS'.;Jun;( - ) GASTOS COM PESSOAL;FGTS;-R$ 1.496
Em Jan, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.517 referente ao item 'FGTS'.;Jan;( - ) GASTOS COM PESSOAL;FGTS;-R$ 1.517
Em Ago, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 4.320 referente ao item 'FGTS'.;Ago;( - ) GASTOS COM PESSOAL;FGTS;-R$ 4.320
Em Set, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 8.470 referente ao item 'FGTS'.;Set;( - ) GASTOS COM PESSOAL;FGTS;-R$ 8.470
Em Out, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 11.827 referente ao item 'FGTS'.;Out;( - ) GASTOS COM PESSOAL;FGTS;-R$ 11.827
Em Nov, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 13.073 referente ao item 'FGTS'.;Nov;( - ) GASTOS COM PESSOAL;FGTS;-R$ 13.073
Em Abr, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 13.903 referente ao item 'FGTS'.;Abr;( - ) GASTOS COM PESSOAL;FGTS;-R$ 13.903
Em Mar, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 14.677 referente ao item 'FGTS'.;Mar;( - ) GASTOS COM PESSOAL;FGTS;-R$ 14.677
Em Dez, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 17.328 referente ao item 'FGTS'.;Dez;( - ) GASTOS COM PESSOAL;FGTS;-R$ 17.328
Em Out, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 164 referente ao item 'FGTS RESCISÓRIO'.;Out;( - ) GASTOS COM PESSOAL;FGTS RESCISÓRIO;-R$ 164
Em Abr, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 318 referente ao item 'FGTS RESCISÓRIO'.;Abr;( - ) GASTOS COM PESSOAL;FGTS RESCISÓRIO;-R$ 318
Em Fev, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.147 referente ao item 'FGTS RESCISÓRIO'.;Fev;( - ) GASTOS COM PESSOAL;FGTS RESCISÓRIO;-R$ 1.147
Em Jul, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 2.502 referente ao item 'FGTS RESCISÓRIO'.;Jul;( - ) GASTOS COM PESSOAL;FGTS RESCISÓRIO;-R$ 2.502
Em Set, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 2.595 referente ao item 'FGTS RESCISÓRIO'.;Set;( - ) GASTOS COM PESSOAL;FGTS RESCISÓRIO;-R$ 2.595
Em Abr, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 120 referente ao item 'FREELANCER'.;Abr;( - ) GASTOS COM PESSOAL;FREELANCER;-R$ 120
Em Jun, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 150 referente ao item 'FREELANCER'.;Jun;( - ) GASTOS COM PESSOAL;FREELANCER;-R$ 150
Em Jan, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 360 referente ao item 'FREELANCER'.;Jan;( - ) GASTOS COM PESSOAL;FREELANCER;-R$ 360
Em Mai, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 2.624 referente ao item 'FREELANCER'.;Mai;( - ) GASTOS COM PESSOAL;FREELANCER;-R$ 2.624
Em Out, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 33 referente ao item 'EXAME ADMISSIONAL/DEMISSIONAL'.;Out;( - ) GASTOS COM PESSOAL;EXAME ADMISSIONAL/DEMISSIONAL;-R$ 33
Em Jul, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 108 referente ao item 'EXAME ADMISSIONAL/DEMISSIONAL'.;Jul;( - ) GASTOS COM PESSOAL;EXAME ADMISSIONAL/DEMISSIONAL;-R$ 108
Em Nov, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 110 referente ao item 'EXAME ADMISSIONAL/DEMISSIONAL'.;Nov;( - ) GASTOS COM PESSOAL;EXAME ADMISSIONAL/DEMISSIONAL;-R$ 110
Em Ago, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 156 referente ao item 'EXAME ADMISSIONAL/DEMISSIONAL'.;Ago;( - ) GASTOS COM PESSOAL;EXAME ADMISSIONAL/DEMISSIONAL;-R$ 156
Em Jun, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 193 referente ao item 'EXAME ADMISSIONAL/DEMISSIONAL'.;Jun;( - ) GASTOS COM PESSOAL;EXAME ADMISSIONAL/DEMISSIONAL;-R$ 193
Em Set, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.135 referente ao item 'EXAME ADMISSIONAL/DEMISSIONAL'.;Set;( - ) GASTOS COM PESSOAL;EXAME ADMISSIONAL/DEMISSIONAL;-R$ 1.135
Em Abr, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.550 referente ao item 'EXAME ADMISSIONAL/DEMISSIONAL'.;Abr;( - ) GASTOS COM PESSOAL;EXAME ADMISSIONAL/DEMISSIONAL;-R$ 1.550
Em Dez, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.090 referente ao item 'AJUDA DE CUSTO'.;Dez;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 1.090
Em Jan, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 3.490 referente ao item 'AJUDA DE CUSTO'.;Jan;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 3.490
Em Jun, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 3.592 referente ao item 'AJUDA DE CUSTO'.;Jun;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 3.592
Em Mar, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 4.330 referente ao item 'AJUDA DE CUSTO'.;Mar;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 4.330
Em Fev, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 4.530 referente ao item 'AJUDA DE CUSTO'.;Fev;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 4.530
Em Mai, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 5.300 referente ao item 'AJUDA DE CUSTO'.;Mai;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 5.300
Em Jul, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 5.570 referente ao item 'AJUDA DE CUSTO'.;Jul;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 5.570
Em Ago, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 5.610 referente ao item 'AJUDA DE CUSTO'.;Ago;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 5.610
Em Set, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 6.019 referente ao item 'AJUDA DE CUSTO'.;Set;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 6.019
Em Out, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 7.622 referente ao item 'AJUDA DE CUSTO'.;Out;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 7.622
Em Abr, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 8.350 referente ao item 'AJUDA DE CUSTO'.;Abr;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 8.350
Em Nov, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 8.385 referente ao item 'AJUDA DE CUSTO'.;Nov;( - ) GASTOS COM PESSOAL;AJUDA DE CUSTO;-R$ 8.385
Em Set, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 86 referente ao item 'PRO-LABORE SOCIO PRINCIPAL'.;Set;( - ) SERVIÇOS DE TERCEIROS;PRO-LABORE SOCIO PRINCIPAL;-R$ 86
Em Nov, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 95 referente ao item 'PRO-LABORE SOCIO PRINCIPAL'.;Nov;( - ) SERVIÇOS DE TERCEIROS;PRO-LABORE SOCIO PRINCIPAL;-R$ 95
Em Ago, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 95 referente ao item 'PRO-LABORE SOCIO PRINCIPAL'.;Ago;( - ) SERVIÇOS DE TERCEIROS;PRO-LABORE SOCIO PRINCIPAL;-R$ 95
Em Abr, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 95 referente ao item 'PRO-LABORE SOCIO PRINCIPAL'.;Abr;( - ) SERVIÇOS DE TERCEIROS;PRO-LABORE SOCIO PRINCIPAL;-R$ 95
Em Dez, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 95 referente ao item 'PRO-LABORE SOCIO PRINCIPAL'.;Dez;( - ) SERVIÇOS DE TERCEIROS;PRO-LABORE SOCIO PRINCIPAL;-R$ 95
Em Mai, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 95 referente ao item 'PRO-LABORE SOCIO PRINCIPAL'.;Mai;( - ) SERVIÇOS DE TERCEIROS;PRO-LABORE SOCIO PRINCIPAL;-R$ 95
Em Jun, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 95 referente ao item 'PRO-LABORE SOCIO PRINCIPAL'.;Jun;( - ) SERVIÇOS DE TERCEIROS;PRO-LABORE SOCIO PRINCIPAL;-R$ 95
Em Fev, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 387 referente ao item 'PRO-LABORE SOCIO PRINCIPAL'.;Fev;( - ) SERVIÇOS DE TERCEIROS;PRO-LABORE SOCIO PRINCIPAL;-R$ 387
Em Set, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 38 referente ao item 'MEDICAMENTOS/CURATIVOS'.;Set;( - ) GASTOS COM PESSOAL;MEDICAMENTOS/CURATIVOS;-R$ 38
Em Jul, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 808 referente ao item 'MEDICAMENTOS/CURATIVOS'.;Jul;( - ) GASTOS COM PESSOAL;MEDICAMENTOS/CURATIVOS;-R$ 808
Em Dez, o grupo '( - ) DEDUÇÕES SOBRE RECEITA' registrou um valor de -R$ 3.148 referente ao item 'GORJETAS'.;Dez;( - ) DEDUÇÕES SOBRE RECEITA;GORJETAS;-R$ 3.148
Em Dez, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.700 referente ao item 'EMPRESTIMO A FUNCIONARIO'.;Dez;( - ) GASTOS COM PESSOAL;EMPRESTIMO A FUNCIONARIO;-R$ 1.700
Em Jul, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.700 referente ao item 'EMPRESTIMO A FUNCIONARIO'.;Jul;( - ) GASTOS COM PESSOAL;EMPRESTIMO A FUNCIONARIO;-R$ 1.700
Em Fev, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 3.774 referente ao item 'EMPRESTIMO A FUNCIONARIO'.;Fev;( - ) GASTOS COM PESSOAL;EMPRESTIMO A FUNCIONARIO;-R$ 3.774
Em Set, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 240 referente ao item 'SINDICATO'.;Set;( - ) GASTOS COM PESSOAL;SINDICATO;-R$ 240
Em Jul, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 404 referente ao item 'SINDICATO'.;Jul;( - ) GASTOS COM PESSOAL;SINDICATO;-R$ 404
Em Dez, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 507 referente ao item 'SINDICATO'.;Dez;( - ) GASTOS COM PESSOAL;SINDICATO;-R$ 507
Em Out, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 1.109 referente ao item 'SINDICATO'.;Out;( - ) GASTOS COM PESSOAL;SINDICATO;-R$ 1.109
Em Ago, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 2.611 referente ao item 'SINDICATO'.;Ago;( - ) GASTOS COM PESSOAL;SINDICATO;-R$ 2.611
Em Jun, o grupo '( - ) GASTOS COM PESSOAL' registrou um valor de -R$ 15.487 referente ao item 'SINDICATO'.;Jun;( - ) GASTOS COM PESSOAL;SINDICATO;-R$ 15.487
Em Jun, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 900 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Jun;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 900
Em Abr, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 3.137 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Abr;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 3.137
Em Mar, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 4.489 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Mar;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 4.489
Em Jul, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 8.000 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Jul;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 8.000
Em Ago, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 8.900 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Ago;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 8.900
Em Dez, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 9.400 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Dez;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 9.400
Em Nov, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 9.400 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Nov;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 9.400
Em Set, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 9.400 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Set;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 9.400
Em Out, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 9.400 referente ao item 'ALUGUEL DE IMOVEIS' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Out;( - ) UTILIDADES E SERVIÇOS;ALUGUEL DE IMOVEIS;-R$ 9.400
Em Mar, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 401 referente ao item 'CONDOMINIO' (Subcategoria: ALUGUEL E CONDOMÍNIOS).;Mar;( - ) UTILIDADES E SERVIÇOS;CONDOMINIO;-R$ 401
Em Mai, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 102 referente ao item 'ENERGIA'.;Mai;( - ) UTILIDADES E SERVIÇOS;ENERGIA;-R$ 102
Em Ago, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 131 referente ao item 'ENERGIA'.;Ago;( - ) UTILIDADES E SERVIÇOS;ENERGIA;-R$ 131
Em Jul, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 689 referente ao item 'ENERGIA'.;Jul;( - ) UTILIDADES E SERVIÇOS;ENERGIA;-R$ 689
Em Mar, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 919 referente ao item 'ENERGIA'.;Mar;( - ) UTILIDADES E SERVIÇOS;ENERGIA;-R$ 919
Em Set, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.156 referente ao item 'ENERGIA'.;Set;( - ) UTILIDADES E SERVIÇOS;ENERGIA;-R$ 1.156
Em Abr, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.831 referente ao item 'ENERGIA'.;Abr;( - ) UTILIDADES E SERVIÇOS;ENERGIA;-R$ 1.831
Em Nov, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.895 referente ao item 'ENERGIA'.;Nov;( - ) UTILIDADES E SERVIÇOS;ENERGIA;-R$ 1.895
Em Out, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 2.138 referente ao item 'ENERGIA'.;Out;( - ) UTILIDADES E SERVIÇOS;ENERGIA;-R$ 2.138
Em Ago, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 138 referente ao item 'AGUA E ESGOTO'.;Ago;( - ) UTILIDADES E SERVIÇOS;AGUA E ESGOTO;-R$ 138
Em Dez, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 156 referente ao item 'AGUA E ESGOTO'.;Dez;( - ) UTILIDADES E SERVIÇOS;AGUA E ESGOTO;-R$ 156
Em Jul, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 158 referente ao item 'AGUA E ESGOTO'.;Jul;( - ) UTILIDADES E SERVIÇOS;AGUA E ESGOTO;-R$ 158
Em Out, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 179 referente ao item 'AGUA E ESGOTO'.;Out;( - ) UTILIDADES E SERVIÇOS;AGUA E ESGOTO;-R$ 179
Em Nov, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 226 referente ao item 'AGUA E ESGOTO'.;Nov;( - ) UTILIDADES E SERVIÇOS;AGUA E ESGOTO;-R$ 226
Em Set, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 226 referente ao item 'AGUA E ESGOTO'.;Set;( - ) UTILIDADES E SERVIÇOS;AGUA E ESGOTO;-R$ 226
Em Fev, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 67 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Fev;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 67
Em Nov, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.090 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Nov;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 1.090
Em Dez, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.090 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Dez;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 1.090
Em Out, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.188 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Out;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 1.188
Em Set, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.249 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Set;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 1.249
Em Jun, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.310 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Jun;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 1.310
Em Ago, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.579 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Ago;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 1.579
Em Abr, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 2.292 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Abr;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 2.292
Em Jul, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 3.392 referente ao item 'SERVICOS DE TELEFONIA FIXA/INERNET/TV'.;Jul;( - ) UTILIDADES E SERVIÇOS;SERVICOS DE TELEFONIA FIXA/INERNET/TV;-R$ 3.392
Em Jul, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 29 referente ao item 'MANUTENÇÃO DE VEÍCULO'.;Jul;( - ) UTILIDADES E SERVIÇOS;MANUTENÇÃO DE VEÍCULO;-R$ 29
Em Set, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.898 referente ao item 'MANUTENÇÃO DE VEÍCULO'.;Set;( - ) UTILIDADES E SERVIÇOS;MANUTENÇÃO DE VEÍCULO;-R$ 1.898
Em Jun, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 567 referente ao item 'APÓLICES E SEGUROS'.;Jun;( - ) DESPESAS ADMINISTRATIVAS;APÓLICES E SEGUROS;-R$ 567
Em Mai, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.133 referente ao item 'APÓLICES E SEGUROS'.;Mai;( - ) DESPESAS ADMINISTRATIVAS;APÓLICES E SEGUROS;-R$ 1.133
Em Jul, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 2.606 referente ao item 'APÓLICES E SEGUROS'.;Jul;( - ) DESPESAS ADMINISTRATIVAS;APÓLICES E SEGUROS;-R$ 2.606
Em Ago, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.046 referente ao item 'APÓLICES E SEGUROS'.;Ago;( - ) DESPESAS ADMINISTRATIVAS;APÓLICES E SEGUROS;-R$ 4.046
Em Dez, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.165 referente ao item 'APÓLICES E SEGUROS'.;Dez;( - ) DESPESAS ADMINISTRATIVAS;APÓLICES E SEGUROS;-R$ 4.165
Em Set, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.168 referente ao item 'APÓLICES E SEGUROS'.;Set;( - ) DESPESAS ADMINISTRATIVAS;APÓLICES E SEGUROS;-R$ 4.168
Em Out, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.210 referente ao item 'APÓLICES E SEGUROS'.;Out;( - ) DESPESAS ADMINISTRATIVAS;APÓLICES E SEGUROS;-R$ 4.210
Em Nov, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.214 referente ao item 'APÓLICES E SEGUROS'.;Nov;( - ) DESPESAS ADMINISTRATIVAS;APÓLICES E SEGUROS;-R$ 4.214
Em Nov, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 300 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Nov;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 300
Em Set, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 346 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Set;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 346
Em Jan, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 763 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Jan;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 763
Em Fev, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.013 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Fev;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 1.013
Em Out, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.185 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Out;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 1.185
Em Jun, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.305 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Jun;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 1.305
Em Jul, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.702 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Jul;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 1.702
Em Ago, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.866 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Ago;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 1.866
Em Mar, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 6.323 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Mar;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 6.323
Em Abr, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 7.522 referente ao item 'MATERIAIS DE INFORMÁTICA'.;Abr;( - ) DESPESAS ADMINISTRATIVAS;MATERIAIS DE INFORMÁTICA;-R$ 7.522
